CC Number,Date,Time,Accident Type,New Georeferenced Column
21CS00030287,02/27/2021,2/27/2021 10:04:00 PM,Property Damage Crash,"(39.26619925, -76.56238806)"
21CS00032500,03/04/2021,3/4/2021 12:25:00 AM,Property Damage Crash,"(39.253321, -76.751929)"
21CS00007060,01/15/2021,1/15/2021 7:57:00 PM,Injury Crash,"(39.2646, -76.56533)"
21CS00003725,01/09/2021,1/9/2021 8:01:00 AM,Injury Crash,"(39.20754668, -76.582186)"
21CS00052532,04/09/2021,4/9/2021 5:11:00 AM,Injury Crash,"(39.21878455, -76.52607727)"
21CS00057214,04/17/2021,4/18/2021 2:11:00 PM,Injury Crash,"(39.26476, -76.54272)"
21CS00060649,04/23/2021,4/23/2021 5:19:00 PM,Property Damage Crash,"(39.23993602, -76.61099504)"
21CS00005697,01/13/2021,1/14/2021 11:08:00 AM,Property Damage Crash,"(39.28003, -76.61989)"
21CS00003679,01/09/2021,1/9/2021 3:58:00 AM,Property Damage Crash,"(39.20716953, -76.57640866)"
21CS00046399,03/29/2021,3/29/2021 9:45:00 AM,Property Damage Crash,"(38.97482115, -76.28070047)"
21CS00008418,01/18/2021,1/22/2021 12:54:00 PM,Injury Crash,"(39.28317, -76.54936)"
21CS00002187,01/05/2021,1/6/2021 10:07:00 PM,Property Damage Crash,"(39.28100523, -76.55324264)"
21CS00032296,03/03/2021,3/3/2021 4:30:00 PM,Property Damage Crash,"(38.9906646, -76.37141)"
21CS00021558,02/10/2021,2/10/2021 1:03:00 PM,Property Damage Crash,"(39.240931, -76.593321)"
21CS00022593,02/12/2021,2/12/2021 12:22:00 PM,Injury Crash,"(39.33753, -76.51633)"
21CS00034851,03/08/2021,3/8/2021 8:25:00 AM,Property Damage Crash,"(39.2685448, -76.6297748)"
21CS00026346,02/20/2021,2/21/2021 5:00:00 AM,Property Damage Crash,"(39.25899944, -76.537669)"
21CS00033219,03/05/2021,3/5/2021 5:04:00 AM,Property Damage Crash,"(39.32094, -76.53202)"
P2100001339,01/07/2021,1/7/2021 11:20:00 AM,Property Damage Crash,"(39.18262593, -76.66963472)"
21CS00007572,01/16/2021,1/16/2021 4:31:00 PM,Property Damage Crash,"(39.26687, -76.60855)"
21CS00017536,02/03/2021,2/3/2021 1:40:00 PM,Property Damage Crash,"(39.30631949, -76.54347158)"
21CS00051722,04/07/2021,4/11/2021 11:19:00 PM,Property Damage Crash,"(39.2609692, -76.6736262)"
21CS00061617,04/25/2021,4/27/2021 8:30:00 PM,Property Damage Crash,"(39.52249505, -76.1862163)"
21CS00025953,02/19/2021,2/19/2021 12:11:00 PM,Property Damage Crash,"(39.25156023, -76.52868767)"
21CS00040920,03/19/2021,3/31/2021 3:55:00 PM,Property Damage Crash,"(39.00157748, -76.39986488)"
21CS00052892,04/09/2021,4/9/2021 6:19:00 PM,Property Damage Crash,"(39.12630068, -77.1093994)"
21CS00010357,01/21/2021,1/21/2021 4:48:00 PM,Property Damage Crash,"(39.26299258, -76.66617405)"
21CS00060010,04/22/2021,4/22/2021 5:32:00 PM,Property Damage Crash,"(39.24156432, -76.54075332)"
21CS00015615,01/30/2021,1/30/2021 8:25:00 AM,Property Damage Crash,"(39.24088, -76.596967)"
21CS00046275,03/29/2021,3/29/2021 4:11:00 AM,Property Damage Crash,"(39.25585808, -76.67628659)"
21CS00004783,01/11/2021,1/12/2021 4:29:00 PM,Property Damage Crash,"(39.267444, -76.619787)"
21IR000303,03/15/2021,3/22/2021 2:47:00 PM,Fatal Crash,"(39.23237762, -76.65013845)"
21CS00028182,02/23/2021,2/23/2021 9:49:00 PM,Property Damage Crash,"(39.31179, -76.54015)"
21CS00031634,03/02/2021,3/2/2021 4:22:00 PM,Property Damage Crash,"(39.27807, -76.63798)"
21CS00060960,04/24/2021,4/25/2021 9:45:00 AM,Injury Crash,"(39.28040825, -76.55101764)"
21CS00038217,03/14/2021,3/14/2021 2:40:00 PM,Property Damage Crash,"(39.261387, -76.543535)"
21CS00045953,03/28/2021,3/29/2021 11:50:00 AM,Property Damage Crash,"(39.309588, -76.538736)"
21CS00020677,02/08/2021,2/10/2021 11:02:00 PM,Property Damage Crash,"(39.28112757, -76.54969879)"
21CS00042788,03/22/2021,3/22/2021 4:54:00 PM,Property Damage Crash,"(39.347806, -76.502378)"
21CS00021923,02/11/2021,2/11/2021 6:49:00 AM,Property Damage Crash,"(39.29914, -76.53035)"
21CS00016218,01/31/2021,1/31/2021 3:15:00 PM,Property Damage Crash,"(39.31951, -76.53358)"
21CS00025671,02/18/2021,3/1/2021 4:45:00 PM,Injury Crash,"(39.25283516, -76.57236833)"
21CS00049680,04/04/2021,4/7/2021 10:40:00 AM,Property Damage Crash,"(39.27948927, -76.55053153)"
21CS00011078,01/23/2021,1/23/2021 12:06:00 AM,Injury Crash,"(39.270559, -76.656599)"
21CS00039375,03/16/2021,3/18/2021 8:24:00 PM,Property Damage Crash,"(38.9988883, -76.39807199)"
21CS00054430,04/12/2021,4/14/2021 8:26:00 PM,Property Damage Crash,"(39.28460383, -76.53670691)"
21CS00023215,02/13/2021,2/18/2021 4:02:00 PM,Property Damage Crash,"(39.23118625, -76.64383334)"
21CS00017199,02/02/2021,2/2/2021 8:00:00 PM,Property Damage Crash,"(39.27088388, -76.65582759)"
P2100009507,02/15/2021,2/21/2021 8:26:00 PM,Property Damage Crash,"(39.18935761, -76.68210178)"
21CS00021849,02/11/2021,2/11/2021 1:54:00 AM,Property Damage Crash,"(39.06657, -76.88959)"
21CS00043775,03/24/2021,3/30/2021 4:58:00 PM,Injury Crash,"(39.08939764, -76.9998776)"
P2100000073,01/01/2021,1/1/2021 11:40:00 AM,Property Damage Crash,"(39.18774064, -76.68409483)"
21CS00047652,03/31/2021,4/5/2021 7:14:00 AM,Property Damage Crash,"(39.28666917, -76.53359596)"
21CS00059354,04/21/2021,4/22/2021 4:14:00 PM,Property Damage Crash,"(39.2629594, -76.6716236)"
21CS00015159,01/29/2021,1/31/2021 2:22:00 PM,Property Damage Crash,"(39.11978016, -77.0810001)"
21CS00036916,03/11/2021,3/12/2021 9:33:00 PM,Property Damage Crash,"(39.2522032, -76.6799003)"
21CS00058335,04/19/2021,4/19/2021 3:00:00 PM,Property Damage Crash,"(39.27244622, -76.55363378)"
21CS00053875,04/11/2021,4/16/2021 8:20:00 PM,Property Damage Crash,"(39.31124, -76.54266)"
21CS00041791,03/20/2021,3/29/2021 11:24:00 PM,Property Damage Crash,"(39.01408111, -76.40795553)"
21CS00001004,01/03/2021,1/7/2021 1:00:00 PM,Property Damage Crash,"(38.36130937, -76.99918036)"
P2100017293,03/26/2021,3/27/2021 4:41:00 PM,Property Damage Crash,"(39.16302825, -76.66336931)"
21CS00011352,01/23/2021,1/23/2021 12:30:00 PM,Property Damage Crash,"(39.26547255, -76.56428382)"
21CS00021895,02/11/2021,2/11/2021 4:31:00 AM,Property Damage Crash,"(39.27093887, -76.64694972)"
21CS00048661,04/02/2021,4/2/2021 9:01:00 AM,Property Damage Crash,"(39.28571, -79.4257)"
21CS00016276,01/31/2021,2/17/2021 9:10:00 PM,Injury Crash,"(39.30151, -76.53054)"
21CS00036106,03/10/2021,3/11/2021 1:30:00 PM,Property Damage Crash,"(39.00454586, -76.40174041)"
21CS00039224,03/16/2021,3/16/2021 2:00:00 PM,Property Damage Crash,"(39.31211, -76.54067)"
21CS00019247,02/06/2021,2/8/2021 5:27:00 AM,Property Damage Crash,"(39.083046, -76.963592)"
21CS00057204,04/17/2021,4/26/2021 12:38:00 PM,Property Damage Crash,"(39.18287204, -76.58751176)"
21CS00046251,03/29/2021,3/29/2021 2:31:00 AM,Property Damage Crash,"(39.28037, -76.55068)"
21CS00004542,01/11/2021,1/21/2021 5:55:00 AM,Property Damage Crash,"(39.26558, -76.56456)"
21CS00005752,01/13/2021,1/14/2021 1:11:00 PM,Injury Crash,"(39.2674, -76.62647)"
21CS00027447,02/22/2021,2/22/2021 11:11:00 AM,Property Damage Crash,"(39.37276814, -76.45585079)"
21CS00056710,04/16/2021,4/18/2021 2:09:00 PM,Injury Crash,"(39.12219451, -77.18857029)"
21CS00013501,01/27/2021,1/27/2021 3:15:00 AM,Property Damage Crash,"(39.26895994, -76.63211425)"
21CS00034624,03/07/2021,3/7/2021 8:03:00 PM,Property Damage Crash,"(39.23815923, -76.48577147)"
20CS00186749,11/21/2020,11/21/2020 11:02:00 PM,Property Damage Crash,"(39.23843, -76.48158)"
20CS00187755,11/24/2020,11/24/2020 11:49:00 AM,Property Damage Crash,"(39.18287204, -76.57140872)"
20CS00189296,11/27/2020,11/29/2020 6:01:00 PM,Property Damage Crash,"(39.219, -76.665)"
20CS00187903,11/24/2020,11/30/2020 5:40:00 PM,Injury Crash,"(38.98196713, -76.33299296)"
20CS00187391,11/23/2020,11/23/2020 4:42:00 PM,Property Damage Crash,"(39.27221137, -76.55450399)"
20CS00189912,11/28/2020,11/29/2020 10:35:00 PM,Property Damage Crash,"(38.364202, -76.977376)"
20CS00188744,11/26/2020,11/26/2020 9:13:00 AM,Injury Crash,"(39.09553, -77.03129)"
20CS00186291,11/20/2020,11/20/2020 8:02:00 PM,Property Damage Crash,"(39.26127, -76.67324)"
20CS00187780,11/24/2020,11/25/2020 2:25:00 PM,Property Damage Crash,"(39.01189069, -76.49729896)"
20CS00189541,11/28/2020,11/28/2020 8:16:00 AM,Property Damage Crash,"(39.271486, -76.654209)"
20CS00187974,11/24/2020,11/25/2020 8:45:00 PM,Property Damage Crash,"(39.073928, -76.92223)"
20CS00187092,11/22/2020,11/24/2020 10:54:00 PM,Property Damage Crash,"(39.3179047, -76.4885174)"
20CS00189856,11/28/2020,11/28/2020 8:32:00 PM,Property Damage Crash,"(39.27989219, -76.55324732)"
20CS00186303,11/20/2020,11/23/2020 8:27:00 PM,Injury Crash,"(39.26360799, -76.56704713)"
20CS00188144,11/25/2020,11/25/2020 7:05:00 AM,Property Damage Crash,"(39.07329, -76.93235)"
20CS00190177,11/29/2020,11/29/2020 2:25:00 PM,Property Damage Crash,"(39.268111, -76.63455346)"
20CS00187550,11/23/2020,11/26/2020 10:25:00 PM,Property Damage Crash,"(38.36221823, -76.99238548)"
20CS00187779,11/24/2020,11/26/2020 2:04:00 PM,Property Damage Crash,"(39.20561, -76.57035)"
20CS00187789,11/24/2020,11/24/2020 2:56:00 PM,Property Damage Crash,"(39.26296202, -76.56371571)"
20CS00186807,11/22/2020,11/22/2020 2:56:00 AM,Property Damage Crash,"(39.30594528, -76.53134309)"
20CS00189066,11/27/2020,11/27/2020 7:05:00 AM,Injury Crash,"(39.284632, -76.536104)"
20CS00186016,11/20/2020,11/20/2020 10:23:00 AM,Property Damage Crash,"(39.28638327, -76.53236123)"
20CS00187750,11/24/2020,11/24/2020 11:27:00 AM,Property Damage Crash,"(39.26501, -76.58177)"
21IR000410,04/03/2021,4/3/2021 12:58:00 AM,Injury Crash,"(39.27000977, -76.6378685)"
21CS00003265,01/08/2021,1/8/2021 9:31:00 AM,Property Damage Crash,"(39.27109639, -76.65459491)"
21CS00025553,02/18/2021,2/18/2021 10:17:00 AM,Property Damage Crash,"(39.2799, -76.5512)"
21CS00027906,02/23/2021,2/23/2021 10:50:00 AM,Property Damage Crash,"(39.24680359, -76.57614882)"
21CS00005760,01/13/2021,1/13/2021 1:26:00 PM,Property Damage Crash,"(39.26775381, -76.62776369)"
21CS00016885,02/02/2021,2/2/2021 8:22:00 AM,Property Damage Crash,"(39.23311, -76.62095)"
21CS00040729,03/19/2021,3/26/2021 10:10:00 AM,Injury Crash,"(39.2705925, -76.6564611)"
21CS00045939,03/28/2021,3/29/2021 11:50:00 AM,Property Damage Crash,"(39.307687, -76.533356)"
P2100013627,03/09/2021,3/9/2021 12:30:00 PM,Property Damage Crash,"(39.20223283, -76.68321085)"
21CS00012778,01/25/2021,1/26/2021 6:55:00 PM,Property Damage Crash,"(39.08024535, -76.9574682)"
21CS00018053,02/04/2021,2/4/2021 9:30:00 AM,Property Damage Crash,"(39.23256, -76.6585)"
21CS00062859,04/27/2021,4/28/2021 10:21:00 PM,Property Damage Crash,"(39.26694387, -76.61019711)"
21CS00061212,04/24/2021,4/25/2021 10:20:00 PM,Property Damage Crash,"(39.11804918, -77.07174583)"
P2100020127,04/08/2021,4/14/2021 11:30:00 PM,Property Damage Crash,"(39.17540851, -76.70549467)"
21CS00039558,03/17/2021,3/17/2021 8:41:00 AM,Property Damage Crash,"(39.2651, -76.56152)"
21CS00060560,04/23/2021,4/23/2021 3:17:00 PM,Property Damage Crash,"(39.29854377, -76.53076166)"
21CS00026553,02/20/2021,2/20/2021 5:04:00 PM,Property Damage Crash,"(39.2208571, -76.523275)"
21CS00001471,01/04/2021,1/5/2021 3:27:00 PM,Injury Crash,"(39.239906, -76.61259)"
21CS00033747,03/05/2021,3/6/2021 11:48:00 PM,Property Damage Crash,"(39.29704112, -76.5049075)"
21CS00009293,01/19/2021,1/26/2021 8:32:00 PM,Injury Crash,"(39.2703, -76.6573)"
21CS00029310,02/25/2021,2/25/2021 8:43:00 PM,Property Damage Crash,"(39.26356852, -76.5671596)"
21CS00025523,02/18/2021,2/18/2021 8:40:00 AM,Property Damage Crash,"(39.08610132, -77.02028634)"
20CS00173037,10/26/2020,10/27/2020 1:53:00 PM,Property Damage Crash,"(39.26754, -76.61845)"
20CS00185954,11/20/2020,11/20/2020 4:45:00 AM,Injury Crash,"(39.26369421, -76.66901861)"
20CS00179620,11/07/2020,11/8/2020 3:30:00 PM,Property Damage Crash,"(39.2931243, -76.5317377)"
20CS00158344,09/30/2020,9/30/2020 8:01:00 AM,Property Damage Crash,"(39.2698, -76.6344)"
20CS00177078,11/03/2020,11/4/2020 5:52:00 AM,Property Damage Crash,"(39.287313, -76.533682)"
20CS00181577,11/11/2020,11/19/2020 4:55:00 PM,Fatal Crash,"(39.27034473, -76.64856114)"
20CS00159153,10/01/2020,10/5/2020 11:02:00 AM,Injury Crash,"(39.324484, -76.52849)"
20CS00182403,11/13/2020,11/19/2020 2:16:00 PM,Property Damage Crash,"(39.00841029, -76.40409728)"
20CS00160135,10/03/2020,10/7/2020 9:58:00 AM,Property Damage Crash,"(39.02086003, -76.41753469)"
20CS00171291,10/23/2020,10/23/2020 12:14:00 PM,Property Damage Crash,"(39.262181, -76.570988)"
P2000059390,10/14/2020,10/14/2020 9:40:00 AM,Property Damage Crash,"(39.18742887, -76.67285571)"
20CS00163843,10/09/2020,10/12/2020 4:54:00 PM,Property Damage Crash,"(39.27156647, -76.6501945)"
20CS00164980,10/12/2020,10/17/2020 8:07:00 AM,Property Damage Crash,"(39.267194, -76.6186695)"
20CS00163870,10/09/2020,10/12/2020 5:31:00 PM,Property Damage Crash,"(39.2697284, -76.63681532)"
20CS00170251,10/21/2020,10/23/2020 7:47:00 PM,Injury Crash,"(39.27065253, -76.64173435)"
20CS00160273,10/03/2020,10/4/2020 5:04:00 PM,Property Damage Crash,"(39.07487009, -76.94594401)"
20CS00181643,11/11/2020,11/12/2020 6:59:00 PM,Injury Crash,"(39.28437454, -76.5374924)"
20CS00183512,11/15/2020,11/23/2020 1:57:00 PM,Property Damage Crash,"(39.06809331, -76.90026194)"
20CS00162711,10/07/2020,10/16/2020 6:33:00 PM,Property Damage Crash,"(39.117784, -77.069249)"
20IR001132,10/17/2020,10/27/2020 5:42:00 PM,Fatal Crash,"(39.13672195, -77.16294968)"
20CS00179244,11/06/2020,11/20/2020 7:54:00 PM,Property Damage Crash,"(39.12703018, -77.07219779)"
P2000061361,10/24/2020,10/29/2020 9:16:00 AM,Property Damage Crash,"(39.18635244, -76.67670019)"
20CS00174700,10/29/2020,10/29/2020 10:24:00 AM,Property Damage Crash,"(39.09553, -77.03129)"
20CS00164776,10/11/2020,10/11/2020 5:16:00 PM,Property Damage Crash,"(39.26727, -76.66794)"
20CS00180494,11/09/2020,11/9/2020 1:38:00 PM,Property Damage Crash,"(39.266812, -76.56268)"
20CS00182230,11/13/2020,11/15/2020 6:30:00 AM,Property Damage Crash,"(39.27341758, -76.55375212)"
20CS00176233,11/01/2020,11/1/2020 2:06:00 PM,Property Damage Crash,"(39.23216, -76.50668)"
20CS00172128,10/24/2020,10/30/2020 4:06:00 PM,Injury Crash,"(39.264114, -76.563662)"
20CS00184780,11/18/2020,11/18/2020 3:31:00 AM,Property Damage Crash,"(39.07379357, -76.92066371)"
20CS00178479,11/05/2020,11/5/2020 11:51:00 AM,Property Damage Crash,"(39.26693, -76.61698)"
20CS00185690,11/19/2020,11/19/2020 4:43:00 PM,Property Damage Crash,"(39.26336251, -76.58677581)"
20CS00181639,11/11/2020,11/24/2020 6:59:00 PM,Property Damage Crash,"(39.28443479, -76.53652508)"
P2000056441,09/30/2020,10/3/2020 5:31:00 AM,Property Damage Crash,"(39.219, -76.665)"
20CS00174774,10/29/2020,10/29/2020 1:41:00 PM,Injury Crash,"(39.2578733, -76.54741464)"
20CS00159132,10/01/2020,10/2/2020 10:30:00 AM,Property Damage Crash,"(38.36275212, -76.98855747)"
20CS00172271,10/24/2020,10/26/2020 10:49:00 PM,Property Damage Crash,"(39.26824635, -76.62967043)"
20CS00181620,11/11/2020,11/12/2020 6:23:00 PM,Property Damage Crash,"(39.267131, -76.619108)"
20CS00176315,11/01/2020,11/11/2020 5:30:00 PM,Injury Crash,"(39.32537192, -76.5275411)"
20CS00179893,11/08/2020,11/20/2020 1:45:00 AM,Property Damage Crash,"(39.02637749, -76.44354771)"
20CS00164751,10/11/2020,10/12/2020 3:12:00 PM,Injury Crash,"(39.26855, -76.56072)"
20CS00165803,10/13/2020,10/13/2020 4:22:00 PM,Property Damage Crash,"(39.26120785, -76.57210931)"
20CS00173130,10/26/2020,10/26/2020 4:48:00 PM,Property Damage Crash,"(39.260761, -76.5738849)"
20CS00163063,10/08/2020,10/8/2020 11:06:00 AM,Property Damage Crash,"(39.253342, -76.5741487)"
20CS00186013,11/20/2020,11/20/2020 10:21:00 AM,Injury Crash,"(39.246077, -76.57677)"
20CS00164818,10/11/2020,10/20/2020 9:30:00 PM,Property Damage Crash,"(39.306115, -76.53061)"
20CS00178917,11/06/2020,11/6/2020 6:47:00 AM,Property Damage Crash,"(39.25804, -76.67493)"
20CS00172885,10/26/2020,10/26/2020 8:44:00 AM,Injury Crash,"(39.26867459, -76.62433478)"
20CS00179605,11/07/2020,11/8/2020 2:53:00 PM,Property Damage Crash,"(39.26319433, -76.56792184)"
20CS00159507,10/02/2020,10/28/2020 2:55:00 AM,Property Damage Crash,"(39.270263, -76.638253)"
20CS00170231,10/21/2020,10/22/2020 7:00:00 PM,Property Damage Crash,"(39.30661294, -76.53358492)"
20CS00181475,11/11/2020,11/12/2020 1:26:00 PM,Property Damage Crash,"(39.28461319, -76.53614412)"
20CS00183074,11/14/2020,11/18/2020 6:19:00 PM,Injury Crash,"(39.100285, -77.041787)"
20CS00174640,10/29/2020,11/3/2020 7:43:00 AM,Property Damage Crash,"(39.26270772, -76.58566165)"
20CS00179638,11/07/2020,11/8/2020 3:53:00 PM,Property Damage Crash,"(39.30011, -76.530082)"
20CS00159973,10/03/2020,10/3/2020 1:51:00 AM,Property Damage Crash,"(39.29292237, -76.55325932)"
20CS00184070,11/16/2020,11/19/2020 3:30:00 PM,Property Damage Crash,"(39.30661294, -76.53358492)"
20CS00166030,10/14/2020,10/16/2020 12:14:00 AM,Property Damage Crash,"(39.28471, -76.5361)"
20CS00185476,11/19/2020,11/19/2020 10:46:00 AM,Property Damage Crash,"(39.26713831, -76.66376044)"
20IR001202,10/28/2020,11/2/2020 3:31:00 PM,Property Damage Crash,"(39.01437019, -76.40814552)"
20CS00184133,11/16/2020,11/17/2020 6:06:00 PM,Property Damage Crash,"(39.24667554, -76.68559771)"
20CS00180483,11/09/2020,11/9/2020 1:08:00 PM,Property Damage Crash,"(39.2722, -75.5546)"
20CS00158717,09/30/2020,10/1/2020 5:31:00 PM,Injury Crash,"(39.34775, -76.6888)"
20CS00164754,10/11/2020,10/20/2020 3:42:00 PM,Property Damage Crash,"(39.2838152, -76.5482457)"
20CS00164894,10/12/2020,10/12/2020 1:48:00 AM,Property Damage Crash,"(39.26017233, -76.57498544)"
20CS00167572,10/16/2020,10/20/2020 8:28:00 PM,Injury Crash,"(39.2666203, -76.6007278)"
P2000061667,10/26/2020,10/31/2020 11:51:00 AM,Property Damage Crash,"(39.17043409, -76.69199783)"
20CS00161715,10/06/2020,10/11/2020 10:22:00 AM,Property Damage Crash,"(39.32748715, -76.52534092)"
20CS00163852,10/09/2020,10/16/2020 5:25:00 PM,Property Damage Crash,"(39.29264972, -76.53221069)"
20CS00167162,10/16/2020,10/16/2020 4:12:00 AM,Property Damage Crash,"(39.264019, -76.566476)"
20IR001186,10/24/2020,11/2/2020 7:13:00 PM,Property Damage Crash,"(39.0166996, -76.40917549)"
20CS00181883,11/12/2020,11/13/2020 8:44:00 AM,Property Damage Crash,"(39.27120366, -76.65168279)"
20CS00164434,10/10/2020,10/10/2020 7:58:00 PM,Injury Crash,"(39.23068, -76.64228)"
20CS00173125,10/26/2020,10/26/2020 4:44:00 PM,Property Damage Crash,"(39.26740299, -76.61914993)"
20CS00160201,10/03/2020,10/4/2020 12:52:00 PM,Property Damage Crash,"(39.26753, -76.62279)"
20CS00170949,10/22/2020,11/6/2020 8:40:00 PM,Property Damage Crash,"(39.073641, -76.939138)"
20CS00169778,10/20/2020,10/24/2020 11:55:00 PM,Property Damage Crash,"(39.268284, -76.627586)"
20CS00181558,11/01/2020,11/11/2020 5:30:00 PM,Injury Crash,"(39.32443934, -76.52867522)"
P2000064719,11/11/2020,11/18/2020 9:27:00 PM,Property Damage Crash,"(39.204968, -76.689536)"
20CS00175013,10/30/2020,10/30/2020 6:50:00 AM,Injury Crash,"(39.2824, -76.6193)"
20CS00174706,10/29/2020,10/29/2020 10:33:00 AM,Property Damage Crash,"(39.075574, -76.947985)"
20CS00159341,10/01/2020,10/5/2020 5:06:00 PM,Property Damage Crash,"(39.263994, -76.589205)"
20CS00165447,10/13/2020,10/13/2020 12:23:00 AM,Property Damage Crash,"(39.31524, -76.5376)"
20CS00179663,11/07/2020,11/8/2020 4:30:00 PM,Property Damage Crash,"(39.26915834, -76.55762216)"
20CS00180011,11/08/2020,11/10/2020 1:12:00 PM,Property Damage Crash,"(39.26323105, -76.56727242)"
20CS00179068,11/06/2020,11/6/2020 1:20:00 PM,Property Damage Crash,"(39.07329, -76.93235)"
20CS00173060,10/26/2020,10/28/2020 2:53:00 PM,Injury Crash,"(39.26700459, -76.56194698)"
20CS00181188,11/10/2020,11/11/2020 10:07:00 PM,Property Damage Crash,"(39.3113957, -76.5430801)"
20CS00184005,11/16/2020,11/16/2020 12:55:00 PM,Property Damage Crash,"(39.24078, -76.58997)"
20CS00186351,11/20/2020,11/21/2020 10:35:00 PM,Property Damage Crash,"(39.25292726, -76.54401345)"
20CS00158749,09/30/2020,10/1/2020 6:45:00 PM,Injury Crash,"(39.2065409, -76.5730575)"
20CS00174983,10/30/2020,11/3/2020 2:46:00 AM,Property Damage Crash,"(39.2605, -76.5749)"
20CS00164993,10/12/2020,10/12/2020 8:50:00 AM,Property Damage Crash,"(39.2426, -76.57936)"
20CS00181608,11/11/2020,11/11/2020 6:06:00 PM,Property Damage Crash,"(39.25995709, -76.67352819)"
20CS00182862,11/14/2020,11/14/2020 12:30:00 PM,Property Damage Crash,"(39.18287204, -76.6745505)"
20CS00168710,10/19/2020,10/19/2020 2:47:00 AM,Injury Crash,"(39.2618, -76.6731)"
20CS00172583,10/25/2020,10/25/2020 3:50:00 PM,Injury Crash,"(39.27151267, -76.65145533)"
20CS00162337,10/07/2020,10/7/2020 8:34:00 AM,Injury Crash,"(38.98711449, -76.35630643)"
20CS00179172,11/06/2020,11/22/2020 4:54:00 PM,Property Damage Crash,"(39.00704971, -76.40326051)"
20CS00169342,10/20/2020,10/20/2020 6:00:00 AM,Property Damage Crash,"(39.27832641, -76.55336092)"
20CS00173033,10/26/2020,10/27/2020 1:48:00 PM,Injury Crash,"(39.26734, -76.6199)"
20CS00161225,10/05/2020,10/6/2020 12:09:00 PM,Property Damage Crash,"(39.26402894, -76.56555783)"
20CS00183311,11/15/2020,11/15/2020 2:23:00 AM,Property Damage Crash,"(39.28825894, -76.53342163)"
20B000464,10/11/2020,10/28/2020 3:24:00 AM,Property Damage Crash,"(39.1660903, -76.64190194)"
20CS00160152,10/03/2020,10/3/2020 10:39:00 AM,Injury Crash,"(39.26732, -76.61819)"
